CountryName,Year,Sex,Cause,NCD_Category,Total_Deaths,Age_Group,Deaths
United Arab Emirates,2020,1,C139,Cancer,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,C139,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C140,Cancer,8.0,Age Group 1,4.0
United Arab Emirates,2020,1,C159,Cancer,22.0,Age Group 1,11.0
United Arab Emirates,2020,2,C159,Cancer,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,C160,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,C160,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C169,Cancer,56.0,Age Group 1,28.0
United Arab Emirates,2020,2,C169,Cancer,32.0,Age Group 1,16.0
United Arab Emirates,2020,1,C179,Cancer,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,C179,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C189,Cancer,88.0,Age Group 1,44.0
United Arab Emirates,2020,2,C189,Cancer,76.0,Age Group 1,38.0
United Arab Emirates,2020,1,C19,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,C19,Cancer,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,C20,Cancer,16.0,Age Group 1,8.0
United Arab Emirates,2020,2,C20,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C220,Cancer,56.0,Age Group 1,28.0
United Arab Emirates,2020,2,C220,Cancer,12.0,Age Group 1,6.0
United Arab Emirates,2020,1,C221,Cancer,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,C221,Cancer,16.0,Age Group 1,8.0
United Arab Emirates,2020,1,C223,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,C224,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C227,Cancer,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,C227,Cancer,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,C229,Cancer,28.0,Age Group 1,14.0
United Arab Emirates,2020,2,C229,Cancer,22.0,Age Group 1,11.0
United Arab Emirates,2020,1,C23,Cancer,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,C23,Cancer,12.0,Age Group 1,6.0
United Arab Emirates,2020,2,C241,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C249,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,C249,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,C250,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C259,Cancer,60.0,Age Group 1,30.0
United Arab Emirates,2020,2,C259,Cancer,40.0,Age Group 1,20.0
United Arab Emirates,2020,1,C260,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C269,Cancer,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,C310,Cancer,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,C329,Cancer,12.0,Age Group 1,6.0
United Arab Emirates,2020,1,E100,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E101,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,E101,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E106,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E107,Diabetes,12.0,Age Group 1,6.0
United Arab Emirates,2020,2,E107,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,E108,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E109,Diabetes,16.0,Age Group 1,8.0
United Arab Emirates,2020,2,E109,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,E110,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E111,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,E112,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,E115,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,E115,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E116,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,E116,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,E117,Diabetes,8.0,Age Group 1,4.0
United Arab Emirates,2020,2,E117,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,E118,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,E118,Diabetes,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,E119,Diabetes,108.0,Age Group 1,54.0
United Arab Emirates,2020,2,E119,Diabetes,40.0,Age Group 1,20.0
United Arab Emirates,2020,1,E131,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,E139,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E139,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E141,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E141,Diabetes,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,E144,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E144,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E145,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E147,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,E148,Diabetes,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,E149,Diabetes,46.0,Age Group 1,23.0
United Arab Emirates,2020,2,E149,Diabetes,8.0,Age Group 1,4.0
United Arab Emirates,2020,1,I10,Hypertension,142.0,Age Group 1,71.0
United Arab Emirates,2020,2,I10,Hypertension,52.0,Age Group 1,26.0
United Arab Emirates,2020,1,I110,Hypertension,20.0,Age Group 1,10.0
United Arab Emirates,2020,2,I110,Hypertension,12.0,Age Group 1,6.0
United Arab Emirates,2020,1,I119,Hypertension,60.0,Age Group 1,30.0
United Arab Emirates,2020,2,I119,Hypertension,42.0,Age Group 1,21.0
United Arab Emirates,2020,1,I120,Hypertension,14.0,Age Group 1,7.0
United Arab Emirates,2020,2,I120,Hypertension,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,I129,Hypertension,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I130,Hypertension,8.0,Age Group 1,4.0
United Arab Emirates,2020,1,I131,Hypertension,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,I131,Hypertension,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I132,Hypertension,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I132,Hypertension,10.0,Age Group 1,5.0
United Arab Emirates,2020,1,I139,Hypertension,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,I139,Hypertension,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I159,Hypertension,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I200,Heart Disease,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I209,Heart Disease,10.0,Age Group 1,5.0
United Arab Emirates,2020,1,I210,Heart Disease,26.0,Age Group 1,13.0
United Arab Emirates,2020,1,I211,Heart Disease,14.0,Age Group 1,7.0
United Arab Emirates,2020,2,I211,Heart Disease,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I212,Heart Disease,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I213,Heart Disease,16.0,Age Group 1,8.0
United Arab Emirates,2020,1,I214,Heart Disease,14.0,Age Group 1,7.0
United Arab Emirates,2020,2,I214,Heart Disease,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I219,Heart Disease,686.0,Age Group 1,343.0
United Arab Emirates,2020,2,I219,Heart Disease,124.0,Age Group 1,62.0
United Arab Emirates,2020,1,I248,Heart Disease,124.0,Age Group 1,62.0
United Arab Emirates,2020,2,I248,Heart Disease,26.0,Age Group 1,13.0
United Arab Emirates,2020,1,I249,Heart Disease,70.0,Age Group 1,35.0
United Arab Emirates,2020,2,I249,Heart Disease,14.0,Age Group 1,7.0
United Arab Emirates,2020,1,I250,Heart Disease,32.0,Age Group 1,16.0
United Arab Emirates,2020,2,I250,Heart Disease,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I251,Heart Disease,168.0,Age Group 1,84.0
United Arab Emirates,2020,2,I251,Heart Disease,44.0,Age Group 1,22.0
United Arab Emirates,2020,1,I254,Heart Disease,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I255,Heart Disease,72.0,Age Group 1,36.0
United Arab Emirates,2020,2,I255,Heart Disease,26.0,Age Group 1,13.0
United Arab Emirates,2020,1,I256,Heart Disease,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I258,Heart Disease,6.0,Age Group 1,3.0
United Arab Emirates,2020,2,I258,Heart Disease,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I259,Heart Disease,142.0,Age Group 1,71.0
United Arab Emirates,2020,2,I259,Heart Disease,54.0,Age Group 1,27.0
United Arab Emirates,2020,2,I600,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I601,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I601,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I602,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I603,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I607,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I607,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I609,Stroke,18.0,Age Group 1,9.0
United Arab Emirates,2020,2,I609,Stroke,12.0,Age Group 1,6.0
United Arab Emirates,2020,1,I613,Stroke,18.0,Age Group 1,9.0
United Arab Emirates,2020,2,I613,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I615,Stroke,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,I616,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I618,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I619,Stroke,74.0,Age Group 1,37.0
United Arab Emirates,2020,2,I619,Stroke,18.0,Age Group 1,9.0
United Arab Emirates,2020,1,I620,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I621,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I629,Stroke,28.0,Age Group 1,14.0
United Arab Emirates,2020,2,I629,Stroke,12.0,Age Group 1,6.0
United Arab Emirates,2020,1,I632,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I632,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I633,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I633,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I634,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,I634,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I635,Stroke,8.0,Age Group 1,4.0
United Arab Emirates,2020,2,I635,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I638,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I639,Stroke,78.0,Age Group 1,39.0
United Arab Emirates,2020,2,I639,Stroke,40.0,Age Group 1,20.0
United Arab Emirates,2020,1,I64,Stroke,52.0,Age Group 1,26.0
United Arab Emirates,2020,2,I64,Stroke,10.0,Age Group 1,5.0
United Arab Emirates,2020,1,I671,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I672,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,2,I672,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I674,Stroke,4.0,Age Group 1,2.0
United Arab Emirates,2020,1,I677,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I679,Stroke,24.0,Age Group 1,12.0
United Arab Emirates,2020,2,I679,Stroke,18.0,Age Group 1,9.0
United Arab Emirates,2020,1,I691,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I691,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I692,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I693,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,2,I693,Stroke,2.0,Age Group 1,1.0
United Arab Emirates,2020,1,I694,Stroke,14.0,Age Group 1,7.0
United Arab Emirates,2020,2,I694,Stroke,6.0,Age Group 1,3.0
United Arab Emirates,2020,1,I698,Stroke,2.0,Age Group 1,1.0
Qatar,2021,1,C00,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C01,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C02,Cancer,6.0,Age Group 1,3.0
Qatar,2021,1,C04,Cancer,4.0,Age Group 1,2.0
Qatar,2021,1,C08,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C14,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C16,Cancer,20.0,Age Group 1,10.0
Qatar,2021,1,C18,Cancer,34.0,Age Group 1,17.0
Qatar,2021,1,C20,Cancer,10.0,Age Group 1,5.0
Qatar,2021,1,C21,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C22,Cancer,50.0,Age Group 1,25.0
Qatar,2021,1,C23,Cancer,2.0,Age Group 1,1.0
Qatar,2021,1,C25,Cancer,28.0,Age Group 1,14.0
Qatar,2021,1,E10,Diabetes,20.0,Age Group 1,10.0
Qatar,2021,1,E11,Diabetes,80.0,Age Group 1,40.0
Qatar,2021,1,E12,Diabetes,2.0,Age Group 1,1.0
Qatar,2021,1,E13,Diabetes,4.0,Age Group 1,2.0
Qatar,2021,1,E14,Diabetes,40.0,Age Group 1,20.0
Qatar,2021,1,I10,Hypertension,26.0,Age Group 1,13.0
Qatar,2021,1,I11,Hypertension,32.0,Age Group 1,16.0
Qatar,2021,1,I13,Hypertension,38.0,Age Group 1,19.0
Qatar,2021,1,I21,Heart Disease,104.0,Age Group 1,52.0
Qatar,2021,1,I22,Heart Disease,2.0,Age Group 1,1.0
Qatar,2021,1,I24,Heart Disease,12.0,Age Group 1,6.0
Qatar,2021,1,I25,Heart Disease,154.0,Age Group 1,77.0
Qatar,2021,1,I60,Stroke,18.0,Age Group 1,9.0
Qatar,2021,1,I61,Stroke,26.0,Age Group 1,13.0
Qatar,2021,1,I62,Stroke,10.0,Age Group 1,5.0
Qatar,2021,1,I63,Stroke,10.0,Age Group 1,5.0
Qatar,2021,1,I64,Stroke,54.0,Age Group 1,27.0
Qatar,2021,1,I69,Stroke,6.0,Age Group 1,3.0
Qatar,2021,2,C01,Cancer,2.0,Age Group 1,1.0
Qatar,2021,2,C02,Cancer,2.0,Age Group 1,1.0
Qatar,2021,2,C06,Cancer,4.0,Age Group 1,2.0
Qatar,2021,2,C07,Cancer,2.0,Age Group 1,1.0
Qatar,2021,2,C15,Cancer,2.0,Age Group 1,1.0
Qatar,2021,2,C16,Cancer,6.0,Age Group 1,3.0
Qatar,2021,2,C18,Cancer,14.0,Age Group 1,7.0
Qatar,2021,2,C20,Cancer,6.0,Age Group 1,3.0
Qatar,2021,2,C22,Cancer,12.0,Age Group 1,6.0
Qatar,2021,2,C23,Cancer,6.0,Age Group 1,3.0
Qatar,2021,2,C25,Cancer,12.0,Age Group 1,6.0
Qatar,2021,2,E10,Diabetes,10.0,Age Group 1,5.0
Qatar,2021,2,E11,Diabetes,50.0,Age Group 1,25.0
Qatar,2021,2,E14,Diabetes,28.0,Age Group 1,14.0
Qatar,2021,2,I10,Hypertension,30.0,Age Group 1,15.0
Qatar,2021,2,I11,Hypertension,14.0,Age Group 1,7.0
Qatar,2021,2,I13,Hypertension,8.0,Age Group 1,4.0
Qatar,2021,2,I21,Heart Disease,14.0,Age Group 1,7.0
Qatar,2021,2,I24,Heart Disease,2.0,Age Group 1,1.0
Qatar,2021,2,I25,Heart Disease,34.0,Age Group 1,17.0
Qatar,2021,2,I60,Stroke,8.0,Age Group 1,4.0
Qatar,2021,2,I61,Stroke,8.0,Age Group 1,4.0
Qatar,2021,2,I62,Stroke,2.0,Age Group 1,1.0
Qatar,2021,2,I64,Stroke,24.0,Age Group 1,12.0
Qatar,2022,1,C06,Cancer,4.0,Age Group 1,2.0
Qatar,2022,1,C10,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C14,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C15,Cancer,6.0,Age Group 1,3.0
Qatar,2022,2,C15,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C16,Cancer,14.0,Age Group 1,7.0
Qatar,2022,2,C16,Cancer,14.0,Age Group 1,7.0
Qatar,2022,1,C17,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C18,Cancer,24.0,Age Group 1,12.0
Qatar,2022,2,C18,Cancer,12.0,Age Group 1,6.0
Qatar,2022,1,C19,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C20,Cancer,4.0,Age Group 1,2.0
Qatar,2022,2,C20,Cancer,4.0,Age Group 1,2.0
Qatar,2022,2,C21,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,C22,Cancer,42.0,Age Group 1,21.0
Qatar,2022,2,C22,Cancer,8.0,Age Group 1,4.0
Qatar,2022,2,C23,Cancer,4.0,Age Group 1,2.0
Qatar,2022,1,C25,Cancer,20.0,Age Group 1,10.0
Qatar,2022,2,C25,Cancer,6.0,Age Group 1,3.0
Qatar,2022,1,C32,Cancer,2.0,Age Group 1,1.0
Qatar,2022,2,C32,Cancer,2.0,Age Group 1,1.0
Qatar,2022,1,E10,Diabetes,14.0,Age Group 1,7.0
Qatar,2022,2,E10,Diabetes,4.0,Age Group 1,2.0
Qatar,2022,1,E11,Diabetes,46.0,Age Group 1,23.0
Qatar,2022,2,E11,Diabetes,36.0,Age Group 1,18.0
Qatar,2022,1,E12,Diabetes,4.0,Age Group 1,2.0
Qatar,2022,1,E13,Diabetes,8.0,Age Group 1,4.0
Qatar,2022,2,E13,Diabetes,4.0,Age Group 1,2.0
Qatar,2022,1,E14,Diabetes,62.0,Age Group 1,31.0
Qatar,2022,2,E14,Diabetes,50.0,Age Group 1,25.0
Qatar,2022,1,I10,Hypertension,46.0,Age Group 1,23.0
Qatar,2022,2,I10,Hypertension,36.0,Age Group 1,18.0
Qatar,2022,1,I11,Hypertension,4.0,Age Group 1,2.0
Qatar,2022,2,I11,Hypertension,6.0,Age Group 1,3.0
Qatar,2022,1,I13,Hypertension,30.0,Age Group 1,15.0
Qatar,2022,2,I13,Hypertension,20.0,Age Group 1,10.0
Qatar,2022,1,I20,Heart Disease,2.0,Age Group 1,1.0
Qatar,2022,1,I21,Heart Disease,82.0,Age Group 1,41.0
Qatar,2022,2,I21,Heart Disease,14.0,Age Group 1,7.0
Qatar,2022,1,I24,Heart Disease,12.0,Age Group 1,6.0
Qatar,2022,1,I25,Heart Disease,190.0,Age Group 1,95.0
Qatar,2022,2,I25,Heart Disease,56.0,Age Group 1,28.0
Qatar,2022,1,I60,Stroke,12.0,Age Group 1,6.0
Qatar,2022,2,I60,Stroke,2.0,Age Group 1,1.0
Qatar,2022,1,I61,Stroke,34.0,Age Group 1,17.0
Qatar,2022,2,I61,Stroke,2.0,Age Group 1,1.0
Qatar,2022,1,I62,Stroke,22.0,Age Group 1,11.0
Qatar,2022,1,I63,Stroke,4.0,Age Group 1,2.0
Qatar,2022,2,I63,Stroke,2.0,Age Group 1,1.0
Qatar,2022,1,I64,Stroke,32.0,Age Group 1,16.0
Qatar,2022,2,I64,Stroke,10.0,Age Group 1,5.0
Qatar,2022,1,I67,Stroke,8.0,Age Group 1,4.0
Qatar,2022,1,I69,Stroke,4.0,Age Group 1,2.0
Oman,2021,1,C009,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C01,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C069,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C07,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C109,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C119,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C139,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C139,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C153,Cancer,4.0,Age Group 1,2.0
Oman,2021,2,C153,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C159,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C162,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C169,Cancer,50.0,Age Group 1,25.0
Oman,2021,2,C169,Cancer,18.0,Age Group 1,9.0
Oman,2021,2,C170,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C180,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C180,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C181,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C187,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C187,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C189,Cancer,32.0,Age Group 1,16.0
Oman,2021,2,C189,Cancer,26.0,Age Group 1,13.0
Oman,2021,1,C19,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C19,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C20,Cancer,8.0,Age Group 1,4.0
Oman,2021,2,C211,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C212,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C218,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C220,Cancer,12.0,Age Group 1,6.0
Oman,2021,2,C220,Cancer,10.0,Age Group 1,5.0
Oman,2021,1,C221,Cancer,12.0,Age Group 1,6.0
Oman,2021,2,C221,Cancer,10.0,Age Group 1,5.0
Oman,2021,1,C222,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C229,Cancer,16.0,Age Group 1,8.0
Oman,2021,2,C229,Cancer,6.0,Age Group 1,3.0
Oman,2021,1,C23,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C23,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C241,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C250,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,C251,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C251,Cancer,2.0,Age Group 1,1.0
Oman,2021,2,C252,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C253,Cancer,6.0,Age Group 1,3.0
Oman,2021,2,C254,Cancer,2.0,Age Group 1,1.0
Oman,2021,1,C259,Cancer,14.0,Age Group 1,7.0
Oman,2021,2,C259,Cancer,12.0,Age Group 1,6.0
Oman,2021,2,C301,Cancer,4.0,Age Group 1,2.0
Oman,2021,1,E101,Diabetes,4.0,Age Group 1,2.0
Oman,2021,2,E101,Diabetes,4.0,Age Group 1,2.0
Oman,2021,2,E102,Diabetes,4.0,Age Group 1,2.0
Oman,2021,1,E105,Diabetes,6.0,Age Group 1,3.0
Oman,2021,2,E105,Diabetes,4.0,Age Group 1,2.0
Oman,2021,1,E106,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E107,Diabetes,6.0,Age Group 1,3.0
Oman,2021,2,E107,Diabetes,10.0,Age Group 1,5.0
Oman,2021,1,E108,Diabetes,2.0,Age Group 1,1.0
Oman,2021,2,E108,Diabetes,4.0,Age Group 1,2.0
Oman,2021,1,E109,Diabetes,8.0,Age Group 1,4.0
Oman,2021,2,E109,Diabetes,4.0,Age Group 1,2.0
Oman,2021,2,E110,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E111,Diabetes,4.0,Age Group 1,2.0
Oman,2021,2,E111,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E112,Diabetes,6.0,Age Group 1,3.0
Oman,2021,2,E112,Diabetes,10.0,Age Group 1,5.0
Oman,2021,2,E113,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E115,Diabetes,2.0,Age Group 1,1.0
Oman,2021,2,E115,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E116,Diabetes,4.0,Age Group 1,2.0
Oman,2021,1,E117,Diabetes,2.0,Age Group 1,1.0
Oman,2021,2,E118,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E119,Diabetes,38.0,Age Group 1,19.0
Oman,2021,2,E119,Diabetes,16.0,Age Group 1,8.0
Oman,2021,2,E125,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E131,Diabetes,4.0,Age Group 1,2.0
Oman,2021,1,E135,Diabetes,4.0,Age Group 1,2.0
Oman,2021,2,E135,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E137,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E143,Diabetes,2.0,Age Group 1,1.0
Oman,2021,1,E149,Diabetes,20.0,Age Group 1,10.0
Oman,2021,2,E149,Diabetes,18.0,Age Group 1,9.0
Oman,2021,1,I10,Hypertension,102.0,Age Group 1,51.0
Oman,2021,2,I10,Hypertension,130.0,Age Group 1,65.0
Oman,2021,2,I110,Hypertension,2.0,Age Group 1,1.0
Oman,2021,1,I119,Hypertension,4.0,Age Group 1,2.0
Oman,2021,1,I120,Hypertension,6.0,Age Group 1,3.0
Oman,2021,2,I120,Hypertension,4.0,Age Group 1,2.0
Oman,2021,1,I130,Hypertension,2.0,Age Group 1,1.0
Oman,2021,1,I200,Heart Disease,2.0,Age Group 1,1.0
Oman,2021,1,I210,Heart Disease,30.0,Age Group 1,15.0
Oman,2021,2,I210,Heart Disease,8.0,Age Group 1,4.0
Oman,2021,1,I211,Heart Disease,18.0,Age Group 1,9.0
Oman,2021,2,I211,Heart Disease,16.0,Age Group 1,8.0
Oman,2021,2,I212,Heart Disease,2.0,Age Group 1,1.0
Oman,2021,1,I213,Heart Disease,12.0,Age Group 1,6.0
Oman,2021,2,I213,Heart Disease,4.0,Age Group 1,2.0
Oman,2021,1,I214,Heart Disease,18.0,Age Group 1,9.0
Oman,2021,2,I214,Heart Disease,10.0,Age Group 1,5.0
Oman,2021,1,I219,Heart Disease,88.0,Age Group 1,44.0
Oman,2021,2,I219,Heart Disease,28.0,Age Group 1,14.0
Oman,2021,1,I249,Heart Disease,26.0,Age Group 1,13.0
Oman,2021,2,I249,Heart Disease,8.0,Age Group 1,4.0
Oman,2021,1,I251,Heart Disease,46.0,Age Group 1,23.0
Oman,2021,2,I251,Heart Disease,12.0,Age Group 1,6.0
Oman,2021,1,I255,Heart Disease,26.0,Age Group 1,13.0
Oman,2021,2,I255,Heart Disease,18.0,Age Group 1,9.0
Oman,2021,1,I258,Heart Disease,6.0,Age Group 1,3.0
Oman,2021,1,I259,Heart Disease,90.0,Age Group 1,45.0
Oman,2021,2,I259,Heart Disease,88.0,Age Group 1,44.0
Oman,2021,2,I602,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I607,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I608,Stroke,4.0,Age Group 1,2.0
Oman,2021,2,I609,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I610,Stroke,4.0,Age Group 1,2.0
Oman,2021,2,I610,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I611,Stroke,12.0,Age Group 1,6.0
Oman,2021,2,I611,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I612,Stroke,2.0,Age Group 1,1.0
Oman,2021,2,I612,Stroke,6.0,Age Group 1,3.0
Oman,2021,1,I613,Stroke,8.0,Age Group 1,4.0
Oman,2021,1,I614,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I615,Stroke,8.0,Age Group 1,4.0
Oman,2021,2,I615,Stroke,4.0,Age Group 1,2.0
Oman,2021,2,I616,Stroke,2.0,Age Group 1,1.0
Oman,2021,1,I618,Stroke,6.0,Age Group 1,3.0
Oman,2021,1,I619,Stroke,42.0,Age Group 1,21.0
Oman,2021,2,I619,Stroke,16.0,Age Group 1,8.0
