CountryName,Year,Sex,Cause,NCD_Category,Total_Deaths,Age_Group,Deaths,Age_Range
Kuwait,2023,Male,I618,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Male,I619,Stroke,276.0,Age Group 1,138.0,0-14
Kuwait,2023,Female,I619,Stroke,128.0,Age Group 1,64.0,0-14
Kuwait,2023,Male,I620,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Female,I620,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Male,I629,Stroke,18.0,Age Group 1,9.0,0-14
Kuwait,2023,Female,I629,Stroke,8.0,Age Group 1,4.0,0-14
Kuwait,2023,Female,I630,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Male,I639,Stroke,232.0,Age Group 1,116.0,0-14
Kuwait,2023,Female,I639,Stroke,172.0,Age Group 1,86.0,0-14
Kuwait,2023,Male,I64,Stroke,36.0,Age Group 1,18.0,0-14
Kuwait,2023,Female,I64,Stroke,28.0,Age Group 1,14.0,0-14
Kuwait,2023,Male,I671,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Female,I679,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Male,I694,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2023,Female,I694,Stroke,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,I11,Hypertension,44.0,Age Group 2,1.0,15-29
United Arab Emirates,2019,Female,I11,Hypertension,16.0,Age Group 2,1.0,15-29
Kuwait,2017,Female,C259,Cancer,40.0,Age Group 2,1.0,15-29
Kuwait,2017,Male,I219,Heart Disease,2194.0,Age Group 2,1.0,15-29
Kuwait,2017,Male,I619,Stroke,212.0,Age Group 2,2.0,15-29
Kuwait,2017,Female,I619,Stroke,124.0,Age Group 2,1.0,15-29
Kuwait,2019,Female,E147,Diabetes,428.0,Age Group 2,1.0,15-29
Oman,2017,Male,I10,Hypertension,362.0,Age Group 2,1.0,15-29
Oman,2017,Female,I609,Stroke,12.0,Age Group 2,1.0,15-29
Oman,2018,Female,C222,Cancer,2.0,Age Group 2,1.0,15-29
Oman,2018,Male,I679,Stroke,10.0,Age Group 2,1.0,15-29
Oman,2019,Female,I219,Heart Disease,28.0,Age Group 2,1.0,15-29
Oman,2020,Male,I629,Stroke,18.0,Age Group 2,1.0,15-29
United Arab Emirates,2018,Male,C179,Cancer,684.0,Age Group 2,2.0,15-29
United Arab Emirates,2018,Male,I259,Heart Disease,350.0,Age Group 2,1.0,15-29
United Arab Emirates,2018,Female,I259,Heart Disease,134.0,Age Group 2,1.0,15-29
United Arab Emirates,2018,Male,I679,Stroke,420.0,Age Group 2,1.0,15-29
United Arab Emirates,2020,Female,E141,Diabetes,4.0,Age Group 2,1.0,15-29
United Arab Emirates,2020,Male,I698,Stroke,2.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 2,5.0,15-29
Saudi Arabia,2021,Female,E101,Diabetes,356.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,E102,Diabetes,122.0,Age Group 2,2.0,15-29
Saudi Arabia,2021,Female,E102,Diabetes,250.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,E11,Diabetes,96.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,E14,Diabetes,48.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,E145,Diabetes,44.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I11,Hypertension,220.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,I119,Hypertension,1212.0,Age Group 2,3.0,15-29
Saudi Arabia,2021,Female,I119,Hypertension,608.0,Age Group 2,3.0,15-29
Saudi Arabia,2021,Female,I219,Heart Disease,6032.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I251,Heart Disease,1532.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,I259,Heart Disease,1992.0,Age Group 2,2.0,15-29
Saudi Arabia,2021,Male,I600,Stroke,56.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I608,Stroke,2.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I61,Stroke,228.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,I62,Stroke,108.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I629,Stroke,10.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I630,Stroke,2.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,I638,Stroke,658.0,Age Group 2,2.0,15-29
Saudi Arabia,2021,Female,I638,Stroke,434.0,Age Group 2,2.0,15-29
Saudi Arabia,2021,Male,I67,Stroke,120.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I67,Stroke,68.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Male,I678,Stroke,16.0,Age Group 2,1.0,15-29
Saudi Arabia,2021,Female,I692,Stroke,2.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,C222,Cancer,4.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,E101,Diabetes,434.0,Age Group 2,2.0,15-29
Saudi Arabia,2022,Male,I608,Stroke,8.0,Age Group 2,2.0,15-29
Saudi Arabia,2022,Female,I608,Stroke,6.0,Age Group 2,3.0,15-29
Saudi Arabia,2022,Female,I61,Stroke,346.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I615,Stroke,6.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I618,Stroke,6.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I619,Stroke,36.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I62,Stroke,142.0,Age Group 2,2.0,15-29
Saudi Arabia,2022,Male,I630,Stroke,432.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I630,Stroke,326.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I632,Stroke,4.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I633,Stroke,56.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Male,I638,Stroke,1352.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I638,Stroke,848.0,Age Group 2,2.0,15-29
Saudi Arabia,2022,Female,I639,Stroke,306.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I64,Stroke,398.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I67,Stroke,160.0,Age Group 2,1.0,15-29
Saudi Arabia,2022,Female,I69,Stroke,208.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Female,E100,Diabetes,40.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Male,E104,Diabetes,4.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Female,I255,Heart Disease,498.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Male,I259,Heart Disease,4136.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Female,I619,Stroke,224.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Female,I629,Stroke,78.0,Age Group 2,1.0,15-29
Saudi Arabia,2023,Male,I690,Stroke,18.0,Age Group 2,1.0,15-29
Qatar,2023,Male,I60,Stroke,2.0,Age Group 2,1.0,15-29
Kuwait,2022,Male,C222,Cancer,2.0,Age Group 2,1.0,15-29
Kuwait,2023,Female,E149,Diabetes,12.0,Age Group 2,1.0,15-29
Kuwait,2023,Male,I619,Stroke,276.0,Age Group 2,1.0,15-29
United Arab Emirates,2019,Male,I25,Heart Disease,284.0,Age Group 3,1.0,30-44
Kuwait,2017,Female,E149,Diabetes,108.0,Age Group 3,1.0,30-44
Kuwait,2017,Male,I219,Heart Disease,2194.0,Age Group 3,1.0,30-44
Kuwait,2017,Male,I259,Heart Disease,274.0,Age Group 3,1.0,30-44
Oman,2017,Female,I259,Heart Disease,82.0,Age Group 3,1.0,30-44
United Arab Emirates,2018,Female,C179,Cancer,446.0,Age Group 3,2.0,30-44
United Arab Emirates,2018,Female,E118,Diabetes,164.0,Age Group 3,1.0,30-44
United Arab Emirates,2018,Male,I679,Stroke,420.0,Age Group 3,1.0,30-44
United Arab Emirates,2020,Female,I619,Stroke,18.0,Age Group 3,1.0,30-44
Oman,2021,Male,I64,Stroke,40.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 3,5.0,30-44
Saudi Arabia,2021,Female,E101,Diabetes,356.0,Age Group 3,4.0,30-44
Saudi Arabia,2021,Male,E109,Diabetes,20.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Female,E11,Diabetes,96.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,E12,Diabetes,2.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,I11,Hypertension,344.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,I131,Hypertension,108.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Female,I61,Stroke,228.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,I63,Stroke,118.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,I67,Stroke,120.0,Age Group 3,1.0,30-44
Saudi Arabia,2021,Male,I679,Stroke,22.0,Age Group 3,1.0,30-44
Saudi Arabia,2022,Female,E101,Diabetes,434.0,Age Group 3,1.0,30-44
Saudi Arabia,2022,Male,I633,Stroke,56.0,Age Group 3,1.0,30-44
Saudi Arabia,2022,Male,I69,Stroke,262.0,Age Group 3,1.0,30-44
Saudi Arabia,2023,Female,I609,Stroke,42.0,Age Group 3,1.0,30-44
Saudi Arabia,2023,Male,I620,Stroke,96.0,Age Group 3,1.0,30-44
Saudi Arabia,2023,Female,I638,Stroke,154.0,Age Group 3,1.0,30-44
Saudi Arabia,2023,Male,I678,Stroke,60.0,Age Group 3,1.0,30-44
Oman,2020,Male,I10,Hypertension,130.0,Age Group 4,1.0,45-59
United Arab Emirates,2018,Female,C179,Cancer,446.0,Age Group 4,1.0,45-59
United Arab Emirates,2018,Female,I10,Hypertension,140.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Male,C14,Cancer,8.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Female,C182,Cancer,4.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 4,4.0,45-59
Saudi Arabia,2021,Female,E101,Diabetes,356.0,Age Group 4,3.0,45-59
Saudi Arabia,2021,Female,E102,Diabetes,250.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Female,E107,Diabetes,6.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Male,I11,Hypertension,344.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Male,I21,Heart Disease,168.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Male,I61,Stroke,418.0,Age Group 4,1.0,45-59
Saudi Arabia,2021,Female,I638,Stroke,434.0,Age Group 4,1.0,45-59
Saudi Arabia,2022,Male,I61,Stroke,762.0,Age Group 4,2.0,45-59
Saudi Arabia,2022,Female,I61,Stroke,346.0,Age Group 4,1.0,45-59
Saudi Arabia,2022,Male,I638,Stroke,1352.0,Age Group 4,1.0,45-59
Saudi Arabia,2022,Female,I638,Stroke,848.0,Age Group 4,1.0,45-59
Saudi Arabia,2023,Male,I620,Stroke,96.0,Age Group 4,1.0,45-59
United Arab Emirates,2018,Male,C179,Cancer,684.0,Age Group 5,1.0,60+
United Arab Emirates,2018,Male,I10,Hypertension,296.0,Age Group 5,1.0,60+
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 5,1.0,60+
Saudi Arabia,2021,Female,I613,Stroke,12.0,Age Group 5,1.0,60+
Saudi Arabia,2021,Male,I638,Stroke,658.0,Age Group 5,1.0,60+
Saudi Arabia,2022,Male,E101,Diabetes,282.0,Age Group 5,1.0,60+
Saudi Arabia,2022,Female,E101,Diabetes,434.0,Age Group 5,1.0,60+
Saudi Arabia,2023,Male,I601,Stroke,10.0,Age Group 5,1.0,60+
United Arab Emirates,2019,Male,I61,Stroke,160.0,Age Group 6,1.0,
United Arab Emirates,2019,Female,C22,Cancer,56.0,Age Group 6,1.0,
United Arab Emirates,2018,Male,C179,Cancer,684.0,Age Group 6,1.0,
Saudi Arabia,2021,Female,E11,Diabetes,96.0,Age Group 6,1.0,
Saudi Arabia,2021,Male,E117,Diabetes,1176.0,Age Group 6,1.0,
Saudi Arabia,2021,Female,I600,Stroke,32.0,Age Group 6,1.0,
Saudi Arabia,2021,Female,I639,Stroke,586.0,Age Group 6,1.0,
Saudi Arabia,2022,Female,I638,Stroke,848.0,Age Group 6,1.0,
Saudi Arabia,2023,Female,E109,Diabetes,140.0,Age Group 6,1.0,
Saudi Arabia,2023,Male,I691,Stroke,96.0,Age Group 6,1.0,
Kuwait,2017,Male,I219,Heart Disease,2194.0,Age Group 7,1.0,
Kuwait,2017,Male,I619,Stroke,212.0,Age Group 7,1.0,
Kuwait,2017,Female,I619,Stroke,124.0,Age Group 7,1.0,
Kuwait,2018,Male,E147,Diabetes,470.0,Age Group 7,1.0,
Kuwait,2018,Male,I219,Heart Disease,2574.0,Age Group 7,1.0,
Kuwait,2018,Male,I619,Stroke,222.0,Age Group 7,1.0,
Kuwait,2019,Male,I219,Heart Disease,2746.0,Age Group 7,1.0,
Kuwait,2019,Female,I219,Heart Disease,580.0,Age Group 7,1.0,
Oman,2018,Female,I674,Stroke,2.0,Age Group 7,1.0,
Oman,2019,Male,I620,Stroke,4.0,Age Group 7,1.0,
Oman,2020,Female,I671,Stroke,2.0,Age Group 7,1.0,
United Arab Emirates,2018,Male,C179,Cancer,684.0,Age Group 7,1.0,
United Arab Emirates,2018,Female,C179,Cancer,446.0,Age Group 7,4.0,
United Arab Emirates,2018,Male,I10,Hypertension,296.0,Age Group 7,1.0,
Oman,2021,Male,I620,Stroke,20.0,Age Group 7,1.0,
Oman,2021,Male,I678,Stroke,2.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,C18,Cancer,302.0,Age Group 7,1.0,
Saudi Arabia,2021,Female,E100,Diabetes,6.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 7,5.0,
Saudi Arabia,2021,Female,E101,Diabetes,356.0,Age Group 7,4.0,
Saudi Arabia,2021,Female,E102,Diabetes,250.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,E109,Diabetes,20.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I11,Hypertension,344.0,Age Group 7,3.0,
Saudi Arabia,2021,Female,I11,Hypertension,220.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I119,Hypertension,1212.0,Age Group 7,1.0,
Saudi Arabia,2021,Female,I131,Hypertension,84.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I219,Heart Disease,9542.0,Age Group 7,2.0,
Saudi Arabia,2021,Female,I62,Stroke,62.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I620,Stroke,14.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I634,Stroke,4.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I638,Stroke,658.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I639,Stroke,768.0,Age Group 7,1.0,
Saudi Arabia,2021,Female,I639,Stroke,586.0,Age Group 7,1.0,
Saudi Arabia,2021,Female,I64,Stroke,762.0,Age Group 7,1.0,
Saudi Arabia,2021,Male,I67,Stroke,120.0,Age Group 7,1.0,
Saudi Arabia,2022,Female,C13,Cancer,12.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,C222,Cancer,4.0,Age Group 7,1.0,
Saudi Arabia,2022,Female,C222,Cancer,2.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,E100,Diabetes,16.0,Age Group 7,1.0,
Saudi Arabia,2022,Female,E100,Diabetes,12.0,Age Group 7,2.0,
Saudi Arabia,2022,Male,E101,Diabetes,282.0,Age Group 7,3.0,
Saudi Arabia,2022,Female,E101,Diabetes,434.0,Age Group 7,3.0,
Saudi Arabia,2022,Male,E106,Diabetes,36.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,E107,Diabetes,272.0,Age Group 7,1.0,
Saudi Arabia,2022,Female,I119,Hypertension,342.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I61,Stroke,762.0,Age Group 7,1.0,
Saudi Arabia,2022,Female,I61,Stroke,346.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I62,Stroke,142.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I630,Stroke,432.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I633,Stroke,56.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I639,Stroke,378.0,Age Group 7,1.0,
Saudi Arabia,2022,Male,I693,Stroke,14.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,C169,Cancer,216.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,C189,Cancer,590.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,C222,Cancer,8.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,E101,Diabetes,138.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,E111,Diabetes,196.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,E117,Diabetes,778.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,E149,Diabetes,630.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,I110,Hypertension,3136.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I110,Hypertension,2192.0,Age Group 7,3.0,
Saudi Arabia,2023,Male,I119,Hypertension,3810.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I251,Heart Disease,718.0,Age Group 7,2.0,
Saudi Arabia,2023,Male,I255,Heart Disease,1160.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,I259,Heart Disease,4136.0,Age Group 7,3.0,
Saudi Arabia,2023,Female,I259,Heart Disease,2068.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I611,Stroke,20.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,I613,Stroke,172.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,I619,Stroke,508.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I629,Stroke,78.0,Age Group 7,4.0,
Saudi Arabia,2023,Female,I630,Stroke,14.0,Age Group 7,1.0,
Saudi Arabia,2023,Male,I639,Stroke,816.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I639,Stroke,612.0,Age Group 7,1.0,
Saudi Arabia,2023,Female,I692,Stroke,10.0,Age Group 7,2.0,
Qatar,2023,Male,C240,Cancer,2.0,Age Group 7,1.0,
Kuwait,2022,Male,E147,Diabetes,318.0,Age Group 7,1.0,
Kuwait,2023,Male,I209,Heart Disease,1676.0,Age Group 7,1.0,
Kuwait,2023,Male,I619,Stroke,276.0,Age Group 7,1.0,
United Arab Emirates,2019,Male,I61,Stroke,160.0,Age Group 8,2.0,
Kuwait,2017,Female,I119,Hypertension,140.0,Age Group 8,1.0,
Kuwait,2017,Male,I219,Heart Disease,2194.0,Age Group 8,2.0,
Kuwait,2017,Female,I219,Heart Disease,434.0,Age Group 8,1.0,
Kuwait,2017,Male,I619,Stroke,212.0,Age Group 8,1.0,
Kuwait,2018,Male,I219,Heart Disease,2574.0,Age Group 8,1.0,
Kuwait,2018,Female,I219,Heart Disease,448.0,Age Group 8,1.0,
Kuwait,2018,Female,I619,Stroke,112.0,Age Group 8,2.0,
Kuwait,2019,Male,I219,Heart Disease,2746.0,Age Group 8,3.0,
Kuwait,2019,Female,I219,Heart Disease,580.0,Age Group 8,2.0,
Oman,2017,Female,I612,Stroke,2.0,Age Group 8,1.0,
Oman,2018,Female,I639,Stroke,42.0,Age Group 8,1.0,
Oman,2020,Male,C220,Cancer,40.0,Age Group 8,1.0,
Oman,2020,Female,I619,Stroke,6.0,Age Group 8,1.0,
United Arab Emirates,2018,Male,C179,Cancer,684.0,Age Group 8,1.0,
United Arab Emirates,2018,Female,C179,Cancer,446.0,Age Group 8,1.0,
United Arab Emirates,2020,Female,C119,Cancer,2.0,Age Group 8,1.0,
United Arab Emirates,2020,Male,I629,Stroke,28.0,Age Group 8,1.0,
Oman,2021,Male,E101,Diabetes,4.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,C14,Cancer,8.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,C210,Cancer,2.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,E10,Diabetes,100.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,E100,Diabetes,2.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,E101,Diabetes,698.0,Age Group 8,6.0,
Saudi Arabia,2021,Female,E101,Diabetes,356.0,Age Group 8,7.0,
Saudi Arabia,2021,Male,E107,Diabetes,80.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,E11,Diabetes,128.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,E111,Diabetes,208.0,Age Group 8,2.0,
Saudi Arabia,2021,Male,E112,Diabetes,126.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,E147,Diabetes,956.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I11,Hypertension,220.0,Age Group 8,2.0,
Saudi Arabia,2021,Male,I219,Heart Disease,9542.0,Age Group 8,3.0,
Saudi Arabia,2021,Male,I259,Heart Disease,1992.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I259,Heart Disease,1156.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I600,Stroke,32.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,I609,Stroke,16.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I61,Stroke,228.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I619,Stroke,62.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,I638,Stroke,658.0,Age Group 8,3.0,
Saudi Arabia,2021,Female,I638,Stroke,434.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,I639,Stroke,768.0,Age Group 8,2.0,
Saudi Arabia,2021,Male,I64,Stroke,1090.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I64,Stroke,762.0,Age Group 8,1.0,
Saudi Arabia,2021,Male,I67,Stroke,120.0,Age Group 8,1.0,
Saudi Arabia,2021,Female,I678,Stroke,22.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,E10,Diabetes,22.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,E100,Diabetes,16.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,E100,Diabetes,12.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,E101,Diabetes,282.0,Age Group 8,7.0,
Saudi Arabia,2022,Female,E101,Diabetes,434.0,Age Group 8,4.0,
Saudi Arabia,2022,Female,E102,Diabetes,28.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,E106,Diabetes,16.0,Age Group 8,3.0,
Saudi Arabia,2022,Male,E107,Diabetes,272.0,Age Group 8,2.0,
Saudi Arabia,2022,Female,E107,Diabetes,94.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,E145,Diabetes,16.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I20,Heart Disease,244.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,I21,Heart Disease,3108.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I60,Stroke,2.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,I61,Stroke,762.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I61,Stroke,346.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,I630,Stroke,432.0,Age Group 8,3.0,
Saudi Arabia,2022,Male,I633,Stroke,56.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I633,Stroke,36.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,I638,Stroke,1352.0,Age Group 8,2.0,
Saudi Arabia,2022,Female,I638,Stroke,848.0,Age Group 8,3.0,
Saudi Arabia,2022,Male,I639,Stroke,378.0,Age Group 8,1.0,
Saudi Arabia,2022,Male,I67,Stroke,210.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I67,Stroke,160.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I69,Stroke,208.0,Age Group 8,4.0,
Saudi Arabia,2022,Male,I693,Stroke,14.0,Age Group 8,1.0,
Saudi Arabia,2022,Female,I693,Stroke,10.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,C060,Cancer,8.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,C181,Cancer,22.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,C220,Cancer,792.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,C250,Cancer,96.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,C259,Cancer,292.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,C300,Cancer,6.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,E100,Diabetes,40.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,E101,Diabetes,138.0,Age Group 8,2.0,
Saudi Arabia,2023,Female,E101,Diabetes,106.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,E102,Diabetes,68.0,Age Group 8,2.0,
Saudi Arabia,2023,Male,E119,Diabetes,1328.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,E131,Diabetes,6.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,E149,Diabetes,1166.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I110,Hypertension,2192.0,Age Group 8,2.0,
Saudi Arabia,2023,Male,I119,Hypertension,3810.0,Age Group 8,3.0,
Saudi Arabia,2023,Female,I119,Hypertension,2018.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I219,Heart Disease,2260.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I249,Heart Disease,2254.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I251,Heart Disease,1990.0,Age Group 8,2.0,
Saudi Arabia,2023,Female,I251,Heart Disease,718.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I255,Heart Disease,1160.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I259,Heart Disease,4136.0,Age Group 8,2.0,
Saudi Arabia,2023,Female,I259,Heart Disease,2068.0,Age Group 8,2.0,
Saudi Arabia,2023,Male,I609,Stroke,86.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I609,Stroke,42.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I611,Stroke,20.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I619,Stroke,508.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I619,Stroke,224.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I629,Stroke,78.0,Age Group 8,1.0,
Saudi Arabia,2023,Male,I64,Stroke,1098.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I674,Stroke,40.0,Age Group 8,1.0,
Saudi Arabia,2023,Female,I678,Stroke,30.0,Age Group 8,1.0,
Kuwait,2022,Male,I219,Heart Disease,522.0,Age Group 8,2.0,
Kuwait,2022,Female,I219,Heart Disease,190.0,Age Group 8,1.0,
Kuwait,2022,Female,I619,Stroke,108.0,Age Group 8,1.0,
Kuwait,2023,Male,I209,Heart Disease,1676.0,Age Group 8,1.0,
Qatar,2017,Male,I11,Hypertension,10.0,Age Group 9,1.0,
Qatar,2019,Male,I61,Stroke,22.0,Age Group 9,1.0,
Qatar,2019,Male,I64,Stroke,26.0,Age Group 9,1.0,
Qatar,2020,Male,I64,Stroke,66.0,Age Group 9,1.0,
Qatar,2020,Female,E14,Diabetes,36.0,Age Group 9,1.0,
United Arab Emirates,2019,Male,C18,Cancer,94.0,Age Group 9,1.0,
United Arab Emirates,2019,Female,I61,Stroke,42.0,Age Group 9,1.0,
Qatar,2018,Male,C18,Cancer,46.0,Age Group 9,1.0,
Qatar,2018,Female,I21,Heart Disease,36.0,Age Group 9,1.0,
